"INC NUMBER","OCCURRED ON","OCCURRED TO","UCR CRIME CATEGORY","100 BLOCK ADDR","ZIP","PREMISE TYPE","GRID"
"202300001475471",09/27/2023  23:15,09/28/2023  07:00,"LARCENY-THEFT","9XX N 52ND ST","85008","PARKING GARAGE","BB40"
"202300001475288",09/27/2023  23:30,09/28/2023  06:24,"MOTOR VEHICLE THEFT","11XX E GROVERS AVE","85022","APARTMENT","DI29"
"202300001475812",09/28/2023  00:00,09/28/2023  08:50,"DRUG OFFENSE","78XX N 19TH AVE","85021","LIGHT RAIL FACILITY","CE25"
"202300001518230",09/28/2023  00:00,10/06/2023  08:30,"BURGLARY","27XX W LAMAR RD","85017","SINGLE FAMILY HOUSE","CC22"
"202300001555396",09/28/2023  00:00,,"MOTOR VEHICLE THEFT","70XX W INDIAN SCHOOL RD","85033","PARKING LOT","BG12"
"202300001477534",09/28/2023  00:00,09/28/2023  00:00,"LARCENY-THEFT","77XX S 59TH AVE","85339","SPECIALTY STORE","IB15"
"202300001481582",09/28/2023  00:00,09/29/2023  10:26,"BURGLARY","75XX N DREAMY DRAW DR","85020","CONDO / TOWNHOUSE","CE31"
"202300001490278",09/28/2023  00:00,09/30/2023  23:58,"MOTOR VEHICLE THEFT","66XX S 57TH AVE","85339","DRIVEWAY","AC15"
"202300001475877",09/28/2023  00:00,,"MOTOR VEHICLE THEFT","171XX N CENTRAL AVE","85023","UNKNOWN","DH27"
"202300001489006",09/28/2023  00:00,,"LARCENY-THEFT","8XX S 17TH AVE","85007","APARTMENT","AJ25"
"202300001479048",09/28/2023  00:00,,"DRUG OFFENSE","E MCDOWELL RD & N 40TH ST","85008","STREET / ROADWAY / SIDEWALK","BD36"
"202300001491726",09/28/2023  00:00,09/30/2023  23:59,"LARCENY-THEFT","208XX N 42ND AVE","85308","FENCED RESIDENTIAL YARD","EB19"
"202300001539039",09/28/2023  00:00,09/28/2023  23:59,"LARCENY-THEFT","40XX S 16TH ST","85040","FENCED COMMERCIAL YARD","AF31"
"202300001477800",09/28/2023  00:00,,"DRUG OFFENSE","N 27TH AVE & W POLK ST","85009","VEHICLE","BB23"
"202300001475101",09/28/2023  00:00,09/28/2023  04:35,"BURGLARY","7XX W INDIAN SCHOOL RD","85013","OFFICE / COMMERCIAL BUILDING","BH26"
"202300001486524",09/28/2023  00:00,09/30/2023  09:37,"BURGLARY","63XX W MCDOWELL RD","85043","RENTAL STORAGE / FACILITY","BC13A"
"202300001481009",09/28/2023  00:00,,"LARCENY-THEFT","44XX W CATALINA DR","85031","VEHICLE","BF18"
"202300001476962",09/28/2023  00:00,09/28/2023  13:02,"BURGLARY","91XX W INDIAN SCHOOL RD","85037","CHURCH / SYNAGOGUE / TEMPLE / MOSQUE","BG07"
"202300001474688",09/28/2023  00:12,,"AGGRAVATED ASSAULT","10XX N 27TH ST","85008","STREET / ROADWAY / SIDEWALK","BC33B"
"202300001520512",09/28/2023  01:00,09/28/2023  05:00,"MOTOR VEHICLE THEFT","33XX W GELDING DR","85053","DRIVEWAY","DD21"
"202300001475377",09/28/2023  01:00,09/28/2023  02:00,"LARCENY-THEFT","33XX E SEQUOIA DR","85050","DRIVEWAY","EA35"
"202300001474796",09/28/2023  01:00,,"ARSON","S 63RD AVE & W ELWOOD ST","85043","VEHICLE","AG14"
"202300001474856",09/28/2023  01:15,,"MOTOR VEHICLE THEFT","8XX N 52ND ST","85008","APARTMENT","BB40"
"202300001475021",09/28/2023  01:20,,"AGGRAVATED ASSAULT","61XX W MCDOWELL RD","85043","APARTMENT","BC14A"
"202300001474854",09/28/2023  01:40,09/28/2023  01:42,"AGGRAVATED ASSAULT","22XX N 36TH ST","85008","APARTMENT","BD36"
"202300001475138",09/28/2023  02:00,09/28/2023  04:00,"RAPE","31XX E BIGHORN AVE","85048","VEHICLE","JB34"
"202300001475746",09/28/2023  02:22,,"LARCENY-THEFT","6XX N 2ND AVE","85003","PARKING GARAGE","BB27"
"202300001475370",09/28/2023  02:30,09/28/2023  05:30,"BURGLARY","1XX W BLUEFIELD AVE","85023","SINGLE FAMILY HOUSE","DI27"
"202300001486233",09/28/2023  03:00,09/28/2023  16:30,"BURGLARY","178XX N BLACK CANYON AC","85053","APARTMENT","DI23B"
"202300001480343",09/28/2023  03:30,,"LARCENY-THEFT","140XX N BLACK CANYON AC","85053","PARKING LOT","DD22"
"202380006346",09/28/2023  03:40,09/28/2023  03:42,"LARCENY-THEFT","20XX E TOPEKA DR","85024","DRIVEWAY","DJ32"
"202300001475523",09/28/2023  04:00,09/28/2023  06:00,"MOTOR VEHICLE THEFT","37XX W CAROL ANN WAY","85053","SINGLE FAMILY HOUSE","DF20"
"202380006334",09/28/2023  04:27,09/28/2023  04:28,"LARCENY-THEFT","172XX N 34TH WAY","85032","DRIVEWAY","DH35"
"202300001475142",09/28/2023  04:58,,"BURGLARY","1XX W GRANDVIEW RD","85022","SINGLE FAMILY HOUSE","DG27"
"202300001475310",09/28/2023  05:07,09/28/2023  06:15,"LARCENY-THEFT","208XX N TATUM BLVD","85050","OFFICE / COMMERCIAL BUILDING","EB38"
"202300001475182",09/28/2023  05:24,,"LARCENY-THEFT","6XX E BROADWAY RD","85040","CONVENIENCE MARKET / STORE","AF28"
"202300001475395",09/28/2023  05:30,,"LARCENY-THEFT","38XX N 63RD DR","85033","VEHICLE","BG13"
"202300001501957",09/28/2023  05:32,09/28/2023  05:36,"LARCENY-THEFT","25XX W HAPPY VALLEY RD","85085","DEPARTMENT / DISCOUNT STORE","EG23"
"202300001475785",09/28/2023  05:40,,"MOTOR VEHICLE THEFT","180XX N 3RD ST","85022","STREET / ROADWAY / SIDEWALK","DI28"
"202300001475201",09/28/2023  05:52,,"DRUG OFFENSE","19XX W HAYWARD AVE","85021","APARTMENT","CE24"
"202300001538796",09/28/2023  06:40,,"LARCENY-THEFT","38XX E BASELINE RD","85042","BUS","AB36"
"202300001475411",09/28/2023  06:57,,"LARCENY-THEFT","65XX W THOMAS RD","85033","GROCERY / SUPER MARKET","BF13"
"202380006340",09/28/2023  07:00,09/28/2023  07:00,"LARCENY-THEFT","50XX W PINCHOT AVE","85031","SINGLE FAMILY HOUSE","BF17"
"202300001484465",09/28/2023  08:00,09/29/2023  20:45,"MOTOR VEHICLE THEFT","58XX S 4TH ST","85040","STREET / ROADWAY / SIDEWALK","AD28"
"202300001501740",09/28/2023  08:00,10/02/2023  08:00,"BURGLARY","24XX W ROSE GARDEN LN","85027","OFFICE / COMMERCIAL BUILDING","EB23A"
"202300001476516",09/28/2023  08:00,09/28/2023  11:00,"BURGLARY","XX W MEDLOCK DR","85013","SINGLE FAMILY HOUSE","BJ27"
"202380006386",09/28/2023  08:10,09/28/2023  08:20,"LARCENY-THEFT","75XX W THOMAS RD","85033","STREET / ROADWAY / SIDEWALK","BF10"
"202300001475710",09/28/2023  08:24,09/28/2023  08:24,"DRUG OFFENSE","7XX E THUNDERBIRD RD","85022","EASEMENT","DC29"
"202300001475925",09/28/2023  08:30,,"LARCENY-THEFT","84XX W INDIAN SCHOOL RD","85037","DEPARTMENT / DISCOUNT STORE","BG08"
"202300001475747",09/28/2023  08:34,09/28/2023  08:34,"BURGLARY","1XX E JEFFERSON ST","85004","GROCERY / SUPER MARKET","BA28"
"202300001475758",09/28/2023  08:37,09/28/2023  08:43,"DRUG OFFENSE","12XX W JEFFERSON ST","85007","STREET / ROADWAY / SIDEWALK","BA26"
"202300001476592",09/28/2023  08:40,,"LARCENY-THEFT","7XX W HIGHLAND AVE","85013","RESTAURANT","BI26"
"202300001475991",09/28/2023  08:50,09/28/2023  09:10,"BURGLARY","31XX W ROOSEVELT ST","85009","APARTMENT","BC21B"
"202300001476145",09/28/2023  09:00,09/28/2023  09:40,"LARCENY-THEFT","59XX W ROANOKE AVE","85035","FAST FOOD STORE","BE14"
"202300001488662",09/28/2023  09:00,09/30/2023  09:00,"BURGLARY","92XX N 19TH AVE","85021","APARTMENT","CH24"
"202300001476031",09/28/2023  09:30,,"BURGLARY","120XX N 30TH ST","85028","SINGLE FAMILY HOUSE","DA34"
"202300001476555",09/28/2023  09:30,09/28/2023  11:30,"BURGLARY","67XX W TAYLOR ST","85043","MOBILE HOME","BB12"
"202300001497363",09/28/2023  10:00,,"AGGRAVATED ASSAULT","21XX W ALTA VISTA RD","85041","SCHOOL-ELEMENTARY/SECONDARY","AC24"
"202300001502144",09/28/2023  10:00,,"LARCENY-THEFT","27XX E SHEA BLVD","85028","SCHOOL-ELEMENTARY/SECONDARY","CJ33"
"202380006371",09/28/2023  10:15,09/28/2023  10:30,"LARCENY-THEFT","41XX W READE AVE","85019","CONDO / TOWNHOUSE","BJ19"
"202300001476234",09/28/2023  10:15,09/28/2023  10:22,"ROBBERY","40XX N 16TH ST","85016","DEPARTMENT / DISCOUNT STORE","BG31B"
"202300001487062",09/28/2023  11:00,09/30/2023  10:15,"BURGLARY","15XX W TAYLOR ST","85007","SINGLE FAMILY HOUSE","BB25"
"202300001476429",09/28/2023  11:08,,"LARCENY-THEFT","31XX E BROADWAY RD","85040","CONVENIENCE MARKET / STORE","AF34B"
"202300001481455",09/28/2023  12:00,09/29/2023  09:40,"MOTOR VEHICLE THEFT","32XX W BELL RD","85053","APARTMENT","DH21"
"202300001476677",09/28/2023  12:07,,"LARCENY-THEFT","89XX N 7TH ST","85020","DRUG STORE","CG29"
"202300001476774",09/28/2023  12:24,,"LARCENY-THEFT","89XX N 7TH ST","85020","DRUG STORE","CG29"
"202300001476826",09/28/2023  12:37,,"AGGRAVATED ASSAULT","34XX N CENTRAL AVE","85013","DRUG STORE","BG27"
"202300001477055",09/28/2023  12:38,,"LARCENY-THEFT","13XX W THOMAS RD","85013","CONVENIENCE MARKET / STORE","BF26"
"202300001478058",09/28/2023  12:45,,"LARCENY-THEFT","22XX W GLENDALE AVE","85015","SCHOOL-COLLEGE/UNIVERSITY","CC24"
"202300001483992",09/28/2023  13:00,09/29/2023  06:00,"MOTOR VEHICLE THEFT","62XX W THOMAS RD","85035","APARTMENT","BE14"
"202300001477101",09/28/2023  13:00,09/28/2023  13:15,"LARCENY-THEFT","49XX E RAY RD","85044","CONVENIENCE MARKET / STORE","JA39"
"202300001477062",09/28/2023  13:18,,"LARCENY-THEFT","21XX E JACKSON ST","85034","FENCED COMMERCIAL YARD","BA32"
"202300001477084",09/28/2023  13:20,09/28/2023  13:25,"LARCENY-THEFT","30XX N 3RD ST","85012","DRUG STORE","BF28"
"202380006358",09/28/2023  13:25,09/28/2023  13:30,"LARCENY-THEFT","43XX W PORT AU PRINCE LN","85306","SINGLE FAMILY HOUSE","DE18"
"202300001477119",09/28/2023  13:30,,"AGGRAVATED ASSAULT","88XX N 2ND ST","85020","SINGLE FAMILY HOUSE","CG28"
"202300001477250",09/28/2023  13:30,,"AGGRAVATED ASSAULT","154XX N TATUM BLVD","85254","APARTMENT","DF39"
"202300001477235",09/28/2023  13:45,,"LARCENY-THEFT","134XX N 43RD AVE","85029","APARTMENT","DC19"
"202300001477435",09/28/2023  13:46,,"LARCENY-THEFT","99XX W MISSOURI AVE","85307","APARTMENT","BJ04"
"202300001480696",09/28/2023  14:00,09/28/2023  20:00,"MOTOR VEHICLE THEFT","50XX S 37TH DR","85041","STREET / ROADWAY / SIDEWALK","AE20"
"202300001477322",09/28/2023  14:13,,"DRUG OFFENSE","22XX W INDIAN SCHOOL RD","85015","OTHER","BG24"
"202300001477390",09/28/2023  14:16,09/28/2023  14:27,"AGGRAVATED ASSAULT","1XX N CENTRAL AVE","85004","STREET / ROADWAY / SIDEWALK","BA28"
"202300001478337",09/28/2023  14:30,09/28/2023  15:15,"LARCENY-THEFT","84XX S 50TH DR","85339","BUS","IC17"
"202300001477441",09/28/2023  14:39,,"DRUG OFFENSE","19XX E EARLL DR","85016","PARK / PLAYGROUND","BF31B"
"202300001477514",09/28/2023  14:45,,"AGGRAVATED ASSAULT","N 24TH ST & E MCDOWELL RD","85008","STREET / ROADWAY / SIDEWALK","BD33"
"202300001477500",09/28/2023  14:50,,"LARCENY-THEFT","42XX W MCDOWELL RD","85009","CONVENIENCE MARKET / STORE","BC19A"
"202300001477515",09/28/2023  14:51,,"LARCENY-THEFT","74XX W VIRGINIA AVE","85035","DEPARTMENT / DISCOUNT STORE","BE11"
"202300001477588",09/28/2023  15:00,09/28/2023  15:07,"DRUG OFFENSE","45XX E NANCY LN","85042","STREET / ROADWAY / SIDEWALK","AC38"
"202300001484327",09/28/2023  15:00,09/29/2023  18:30,"MOTOR VEHICLE THEFT","15XX W HIGHLAND AVE","85015","APARTMENT","BI25"
"202300001482405",09/28/2023  15:00,09/29/2023  11:30,"MOTOR VEHICLE THEFT","172XX N CENTRAL AVE","85023","APARTMENT","DH27"
"202300001482933",09/28/2023  15:05,,"LARCENY-THEFT","38XX W MISSOURI AVE","85019","SCHOOL-ELEMENTARY/SECONDARY","BJ20"
"202300001477784",09/28/2023  15:10,09/28/2023  15:40,"LARCENY-THEFT","168XX N TATUM BLVD","85254","DEPARTMENT / DISCOUNT STORE","DG39"
"202300001477634",09/28/2023  15:18,09/28/2023  15:18,"DRUG OFFENSE","44XX S 7TH AVE","85041","PARKING LOT","AF27"
"202300001477715",09/28/2023  15:29,,"DRUG OFFENSE","33XX N 7TH AVE","85013","STREET / ROADWAY / SIDEWALK","BF26"
"202300001482947",09/28/2023  15:32,,"LARCENY-THEFT","32XX E CHANDLER BLVD","85048","CONVENIENCE MARKET / STORE","JC35"
"202300001477773",09/28/2023  15:40,,"DRUG OFFENSE","19XX W CAMPBELL AVE","85015","SPECIALTY STORE","BI24"
"202300001480945",09/28/2023  16:00,09/29/2023  08:00,"LARCENY-THEFT","9XX E BLACKHAWK DR","85024","STREET / ROADWAY / SIDEWALK","EB29"
"202380006374",09/28/2023  16:00,09/29/2023  05:00,"LARCENY-THEFT","6XX E WATKINS ST","85004","OTHER","AH28"
"202380006365",09/28/2023  16:00,09/29/2023  00:10,"BURGLARY","17XX E LYNNE LN","85042","SINGLE FAMILY HOUSE","AC31"
"202300001478016",09/28/2023  16:00,,"LARCENY-THEFT","8XX E GLENDALE AVE","85020","GROCERY / SUPER MARKET","CD29"
"202300001477881",09/28/2023  16:00,,"LARCENY-THEFT","98XX W LOWER BUCKEYE RD","85353","SPECIALTY STORE","AH05"
"202300001505120",09/28/2023  16:00,10/03/2023  20:40,"LARCENY-THEFT","37XX W HATCHER RD","85051","SINGLE FAMILY HOUSE","CH20"
"202300001478059",09/28/2023  16:08,,"LARCENY-THEFT","33XX N 24TH ST","85016","SPECIALTY STORE","BF32"
"202300001478403",09/28/2023  16:20,,"ROBBERY","20XX W ANDERSON AVE","85023","STREET / ROADWAY / SIDEWALK","DH24"
"202300001478097",09/28/2023  16:34,,"DRUG OFFENSE","41XX N 35TH AVE","85017","PARKING LOT","BH21"
"202300001478234",09/28/2023  16:57,,"LARCENY-THEFT","27XX W THUNDERBIRD RD","85053","CONVENIENCE MARKET / STORE","DD22"
"202300001482478",09/28/2023  17:00,09/28/2023  19:00,"BURGLARY","65XX W PIONEER ST","85043","SINGLE FAMILY HOUSE","AG13"
"202300001483047",09/28/2023  17:00,09/28/2023  19:30,"LARCENY-THEFT","27XX N 32ND ST","85008","VEHICLE","BE34"
"202300001478322",09/28/2023  17:13,,"AGGRAVATED ASSAULT","E PALM LN & N 32ND ST","85008","STREET / ROADWAY / SIDEWALK","BD34"
"202300001478334",09/28/2023  17:13,,"AGGRAVATED ASSAULT","56XX W CAMBRIDGE AVE","85035","SINGLE FAMILY HOUSE","BE15"
"202300001480658",09/28/2023  17:15,09/29/2023  06:40,"MOTOR VEHICLE THEFT","44XX N 103RD AVE","85037","APARTMENT","BH04"
"202300001478411",09/28/2023  17:29,,"ROBBERY","19XX W THUNDERBIRD RD","85029","FAST FOOD STORE","DC24"
"202300001478446",09/28/2023  17:35,,"AGGRAVATED ASSAULT","22XX W MISSION LN","85021","APARTMENT","CH24"
"202300001478502",09/28/2023  17:45,,"DRUG OFFENSE","50XX W HOLLY ST","85035","STREET / ROADWAY / SIDEWALK","BD17"
"202300001478520",09/28/2023  17:46,,"LARCENY-THEFT","46XX N 58TH DR","85031","VEHICLE","BI15"
"202380006438",09/28/2023  17:57,09/28/2023  21:30,"LARCENY-THEFT","33XX N 7TH ST","85012","APARTMENT","BF28"
"202300001507207",09/28/2023  18:00,09/28/2023  19:00,"MOTOR VEHICLE THEFT","65XX W MCDOWELL RD","85043","APARTMENT","BC13A"
"202300001481385",09/28/2023  18:00,09/28/2023  21:00,"MOTOR VEHICLE THEFT","30XX N 7TH ST","85012","APARTMENT","BF28"
"202300001478619",09/28/2023  18:04,,"LARCENY-THEFT","12XX E INDIAN SCHOOL RD","85014","DEPARTMENT / DISCOUNT STORE","BH30"
"202300001478607",09/28/2023  18:06,,"AGGRAVATED ASSAULT","13XX E BELL RD","85022","GROCERY / SUPER MARKET","DG30"
"202300001530375",09/28/2023  18:17,10/08/2023  17:00,"LARCENY-THEFT","13XX E MORTEN AVE","85020","APARTMENT","CE30"
"202300001478709",09/28/2023  18:24,09/28/2023  18:24,"AGGRAVATED ASSAULT","25XX N 7TH ST","85004","SHOPPING MALL","BE28"
"202300001478747",09/28/2023  18:30,,"LARCENY-THEFT","27XX W AGUA FRIA FWY","85027","DEPARTMENT / DISCOUNT STORE","EA22"
"202300001478775",09/28/2023  18:35,,"AGGRAVATED ASSAULT","47XX E BROADWAY RD","85040","APARTMENT","AF38B"
"202300001478857",09/28/2023  18:54,,"DRUG OFFENSE","75XX S 19TH AVE","85041","PARKING LOT","AB24"
"202380006420",09/28/2023  19:00,09/28/2023  21:00,"LARCENY-THEFT","11XX E WASHINGTON ST","85034","UNKNOWN","BA29"
"202300001480545",09/28/2023  19:00,09/29/2023  05:45,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001479025",09/28/2023  19:29,09/28/2023  19:33,"LARCENY-THEFT","74XX W VIRGINIA AVE","85035","DEPARTMENT / DISCOUNT STORE","BE11"
"202300001479212",09/28/2023  19:30,,"ROBBERY","28XX W NORTHERN AVE","85051","APARTMENT","CE22"
"202300001479924",09/28/2023  20:00,,"AGGRAVATED ASSAULT","10XX N 43RD AVE","85009","STREET / ROADWAY / SIDEWALK","BC19B"
"202300001480346",09/28/2023  20:03,09/28/2023  20:07,"LARCENY-THEFT","73XX W SHERMAN ST","85043","PARKING LOT","AJ11"
"202300001479199",09/28/2023  20:18,,"LARCENY-THEFT","28XX W THUNDERBIRD RD","85053","SPECIALTY STORE","DD22"
"202300001497702",09/28/2023  20:34,09/28/2023  21:05,"LARCENY-THEFT","7XX E BELL RD","85022","DEPARTMENT / DISCOUNT STORE","DG29"
"202300001479274",09/28/2023  20:40,,"AGGRAVATED ASSAULT","17XX E ROOSEVELT ST","85006","BUS STOP","BC31B"
"202300001479369",09/28/2023  20:56,,"LARCENY-THEFT","45XX E THOMAS RD","85008","DEPARTMENT / DISCOUNT STORE","BE38"
"202300001481094",09/28/2023  21:00,09/29/2023  08:30,"LARCENY-THEFT","134XX N 35TH AVE","85029","PARKING LOT","DC21"
"202300001492093",09/28/2023  21:00,09/29/2023  18:00,"MOTOR VEHICLE THEFT","43XX N 27TH DR","85017","STREET / ROADWAY / SIDEWALK","BH22"
"202300001480570",09/28/2023  21:00,09/29/2023  06:00,"MOTOR VEHICLE THEFT","33XX N 18TH AVE","85015","APARTMENT","BF25"
"202300001479389",09/28/2023  21:03,,"AGGRAVATED ASSAULT","16XX E WASHINGTON ST","85034","CONVENIENCE MARKET / STORE","BA31"
"202300001479490",09/28/2023  21:28,09/28/2023  21:29,"LARCENY-THEFT","31XX E ELWOOD ST","85034","OFFICE / COMMERCIAL BUILDING","AG34B"
"202300001481353",09/28/2023  21:30,09/29/2023  09:43,"MOTOR VEHICLE THEFT","32XX W BELL RD","85053","APARTMENT","DH21"
"202300001480568",09/28/2023  21:45,09/29/2023  05:50,"LARCENY-THEFT","42XX N 35TH AVE","85017","APARTMENT","BH21"
"202300001479559",09/28/2023  21:47,,"AGGRAVATED ASSAULT","21XX E TAYLOR ST","85006","APARTMENT","BB32"
"202300001511912",09/28/2023  22:00,,"LARCENY-THEFT","62XX N 16TH ST","85014","PARKING LOT","CB30"
"202300001481265",09/28/2023  22:00,09/29/2023  09:00,"MOTOR VEHICLE THEFT","196XX N 37TH DR","85308","STREET / ROADWAY / SIDEWALK","EA20"
"202300001481102",09/28/2023  22:00,,"LARCENY-THEFT","S 20TH ST & E BASELINE RD","85042","STREET / ROADWAY / SIDEWALK","IB32"
"202300001481494",09/28/2023  22:00,09/29/2023  10:00,"MOTOR VEHICLE THEFT","32XX W BELL RD","85053","APARTMENT","DH21"
"202300001479629",09/28/2023  22:04,09/28/2023  22:04,"DRUG OFFENSE","51XX W THOMAS RD","85035","VEHICLE","BE16"
"202300001480689",09/28/2023  23:00,09/29/2023  06:30,"MOTOR VEHICLE THEFT","41XX W OSBORN RD","85019","APARTMENT","BG19"
"202300001479875",09/28/2023  23:10,,"ROBBERY","58XX N 27TH AVE","85017","STREET / ROADWAY / SIDEWALK","CA23B"
"202300001479879",09/28/2023  23:10,,"LARCENY-THEFT","49XX W BERKELEY RD","85035","DRIVEWAY","BD17"
"202300001481380",09/28/2023  23:30,09/29/2023  09:00,"MOTOR VEHICLE THEFT","44XX N 103RD AVE","85037","APARTMENT","BH04"
"202300001481134",09/28/2023  23:30,09/29/2023  08:30,"BURGLARY","162XX N 29TH ST","85032","MOBILE HOME","DG34"
"202300001524719",09/29/2023  00:00,09/29/2023  23:59,"BURGLARY","63XX W MCDOWELL RD","85043","RENTAL STORAGE / FACILITY","BC13A"
"202300001480673",09/29/2023  00:00,09/29/2023  05:30,"MOTOR VEHICLE THEFT","40XX N 63RD AVE","85033","DRIVEWAY","BG14"
"202300001482556",09/29/2023  00:00,,"ARSON","16XX W CORONA AVE","85041",,"AE25"
"202300001544331",09/29/2023  00:00,,"LARCENY-THEFT","58XX W PIERSON ST","85031","VEHICLE","BI15"
"202380006367",09/29/2023  00:00,,"LARCENY-THEFT","11XX E BUTLER DR","85020","OTHER","CG29"
"202300001484399",09/29/2023  00:00,,"ARSON","2XX W CHAMBERS ST","85041","DRIVEWAY","AD27"
"202300001481784",09/29/2023  00:00,,"LARCENY-THEFT","170XX N 11TH AVE","85023","PARKING LOT","DH26"
"202300001484716",09/29/2023  00:00,,"DRUG OFFENSE","51XX W BASELINE RD","85339","VEHICLE","AB16"
"202300001480528",09/29/2023  00:00,09/29/2023  02:00,"RAPE","30XX N 35TH AVE","85019","APARTMENT","BF20"
"202300001492461",09/29/2023  00:00,09/30/2023  14:00,"BURGLARY","136XX S 48TH ST","85044","APARTMENT","IJ39"
"202300001482215",09/29/2023  00:00,09/29/2023  12:37,"LARCENY-THEFT","136XX N 43RD ST","85032","APARTMENT","DC37"
"202300001484091",09/29/2023  00:00,,"LARCENY-THEFT","75XX W LOWER BUCKEYE RD","85043","VEHICLE","AG10"
"202300001480963",09/29/2023  00:00,,"DRUG OFFENSE","31XX E WIER AVE","85040","SINGLE FAMILY HOUSE","AE34"
"202300001479962",09/29/2023  00:00,,"DRUG OFFENSE","N 75TH AVE & W MCDOWELL RD","85043","STREET / ROADWAY / SIDEWALK","BC11A"
"202300001484728",09/29/2023  00:00,,"ARSON","32XX E POINSETTIA DR","85028",,"DA35B"
"202300001484449",09/29/2023  00:00,,"DRUG OFFENSE","51XX W BASELINE RD","85339","PARKING LOT","AB16"
"202300001482735",09/29/2023  00:00,,"LARCENY-THEFT","40XX S 16TH ST","85040","FENCED COMMERCIAL YARD","AF31"
"202300001464364",09/29/2023  00:00,,"LARCENY-THEFT","69XX W COOLIDGE ST","85033","SINGLE FAMILY HOUSE","BI12"
"202300001483090",09/29/2023  00:00,,"DRUG OFFENSE","61XX S 35TH AVE","85041","PARKING LOT","AC20"
"202300001486435",09/29/2023  00:01,09/29/2023  23:59,"LARCENY-THEFT","82XX W INDIAN SCHOOL RD","85033","SPECIALTY STORE","BG09"
"202300001507578",09/29/2023  00:01,10/04/2023  10:30,"LARCENY-THEFT","46XX N 16TH ST","85014","APARTMENT","BI30"
"202300001508603",09/29/2023  00:01,09/30/2023  23:59,"LARCENY-THEFT","3XX E UNION HILLS DR","85024","SINGLE FAMILY HOUSE","DJ28"
"202300001484956",09/29/2023  00:05,09/29/2023  20:00,"LARCENY-THEFT","158XX S 48TH ST","85048","APARTMENT","JC39"
"202300001480039",09/29/2023  00:43,,"LARCENY-THEFT","E CAMELBACK RD & N 16TH ST","85014","ATM SEPARATE FROM BANK","BJ30"
"202300001481334",09/29/2023  00:49,09/29/2023  00:55,"BURGLARY","44XX N 7TH AVE","85013","RESTAURANT","BH26"
"202300001480153",09/29/2023  01:00,09/29/2023  01:40,"AGGRAVATED ASSAULT","36XX W THOMAS RD","85009","DEPARTMENT / DISCOUNT STORE","BE20"
"202300001480597",09/29/2023  01:00,09/29/2023  06:00,"MOTOR VEHICLE THEFT","82XX W MCDOWELL RD","85043","APARTMENT","BC09A"
"202300001480154",09/29/2023  01:28,09/29/2023  01:31,"ROBBERY","170XX N BLACK CANYON AC","85023","HOTEL / MOTEL","DH23A"
"202300001480203",09/29/2023  02:04,,"BURGLARY","58XX W PUEBLO AVE","85043","SINGLE FAMILY HOUSE","AF15"
"202300001481023",09/29/2023  02:43,09/29/2023  03:43,"MOTOR VEHICLE THEFT","12XX E FILLMORE ST","85006","STREET / ROADWAY / SIDEWALK","BB30"
"202300001482957",09/29/2023  03:01,09/29/2023  03:06,"LARCENY-THEFT","86XX N 13TH PL","85020","DRIVEWAY","CG30"
"202300001480800",09/29/2023  03:33,09/29/2023  03:33,"LARCENY-THEFT","13XX E ORCHID LN","85020","SINGLE FAMILY HOUSE","CG30"
"202300001487562",09/29/2023  03:47,,"ARSON","40XX S 7TH ST","85040","VEHICLE","AF29"
"202300001480354",09/29/2023  04:08,,"BURGLARY","72XX W MCDOWELL RD","85043","APARTMENT","BC11A"
"202300001480704",09/29/2023  04:45,09/29/2023  06:30,"MOTOR VEHICLE THEFT","202XX N 31ST AVE","85027","APARTMENT","EB21"
"202300001482876",09/29/2023  05:00,09/29/2023  15:01,"MOTOR VEHICLE THEFT","36XX W CORONADO RD","85009","STREET / ROADWAY / SIDEWALK","BD20"
"202300001482305",09/29/2023  05:00,09/29/2023  06:00,"MOTOR VEHICLE THEFT","206XX N 29TH DR","85027","STREET / ROADWAY / SIDEWALK","EB22"
"202300001480518",09/29/2023  05:32,09/29/2023  05:40,"AGGRAVATED ASSAULT","18XX E OAK ST","85006","STREET / ROADWAY / SIDEWALK","BE31"
"202300001480517",09/29/2023  05:39,09/29/2023  05:39,"DRUG OFFENSE","10XX W BUIST AVE","85041","SINGLE FAMILY HOUSE","ID26"
"202300001480604",09/29/2023  06:20,,"AGGRAVATED ASSAULT","36XX N BLACK CANYON AC","85015","APARTMENT","BG23A"
"202380006465",09/29/2023  07:00,09/29/2023  16:00,"LARCENY-THEFT","18XX W BELL RD","85023","GROCERY / SUPER MARKET","DG25"
"202300001484470",09/29/2023  07:00,09/29/2023  17:00,"LARCENY-THEFT","21XX W SHERMAN ST","85009","FENCED RESIDENTIAL YARD","AJ24"
"202300001480759",09/29/2023  07:10,09/29/2023  07:10,"LARCENY-THEFT","144XX S 48TH ST","85044","APARTMENT","JA39"
"202380006382",09/29/2023  07:30,09/29/2023  16:00,"LARCENY-THEFT","20XX W BUTLER DR","85021","APARTMENT","CF24"
"202380006385",09/29/2023  08:00,09/29/2023  08:30,"LARCENY-THEFT","42XX W THUNDERBIRD RD","85029","GROCERY / SUPER MARKET","DC19"
